_id,code_value,code,code_list_name,code_name,create_or_change_date,is_popular,definition
65dc387e77514c3bbd3beb4e,206,HAC,Hotel Amenity Code,Prayer mats,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb4f,207,HAC,Hotel Amenity Code,Sports trainer,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb50,208,HAC,Hotel Amenity Code,Turndown service,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb51,209,HAC,Hotel Amenity Code,DVDs/videos - children,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb52,210,HAC,Hotel Amenity Code,Bank,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb53,211,HAC,Hotel Amenity Code,Lobby coffee service,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb54,212,HAC,Hotel Amenity Code,Banking services,2005-03-24T00:00:00.000Z,false,
65dc387e77514c3bbd3beb55,213,HAC,Hotel Amenity Code,Stairwells,2005-04-18T00:00:00.000Z,false,
65dc387e77514c3bbd3beb56,214,HAC,Hotel Amenity Code,Pet amenities available,2005-05-18T00:00:00.000Z,false,
65dc387e77514c3bbd3beb57,215,HAC,Hotel Amenity Code,Exhibition/convention floor,2005-06-01T00:00:00.000Z,false,
65dc387e77514c3bbd3beb58,216,HAC,Hotel Amenity Code,Long term parking,2005-07-29T00:00:00.000Z,false,
65dc387e77514c3bbd3beb59,217,HAC,Hotel Amenity Code,Children not allowed,2005-09-16T00:00:00.000Z,false,
65dc387e77514c3bbd3beb5a,218,HAC,Hotel Amenity Code,Children welcome,2005-09-17T00:00:00.000Z,false,
65dc387e77514c3bbd3beb5b,219,HAC,Hotel Amenity Code,Courtesy car,2005-09-18T00:00:00.000Z,false,
65dc387e77514c3bbd3beb5c,220,HAC,Hotel Amenity Code,Hotel does not provide pornographic films/TV,2005-09-19T00:00:00.000Z,false,
65dc387e77514c3bbd3beb5d,221,HAC,Hotel Amenity Code,Hotspots,2005-09-20T00:00:00.000Z,false,
